rpm,speed,throttle_pos,engine_load,map_kpa,iat,coolant_temp,o2_voltage,fuel_trim,ltft,voltage,gear,clutch,side_stand,front_wheel_speed,rear_wheel_speed,target_label,rul_hours,failure_probability
2488.2,18.3,12.1,50.3,54.8,30.8,87.5,0.278,0.47,1.85,14.35,1,0,0,18.3,18.0,0,1045.7,0.0404
1086.2,0.0,2.2,34.3,34.5,32.2,81.0,0.216,1.83,1.04,14.26,0,0,0,0.0,0.0,0,1209.3,0.0435
2911.2,23.6,6.1,53.7,51.2,34.0,87.7,0.269,2.21,0.85,14.16,1,0,0,23.6,24.0,0,895.3,0.0594
4570.0,96.2,54.9,93.6,92.5,27.5,92.3,0.268,2.74,2.32,14.1,4,0,0,96.2,97.2,0,1206.0,0.0566
3771.1,78.6,72.9,71.4,71.1,30.2,86.5,0.248,3.89,1.21,14.02,4,0,0,78.6,77.2,0,1166.7,0.0143
1066.8,0.0,1.8,31.0,34.5,37.5,110.8,0.868,8.29,2.13,14.17,0,0,0,0.0,0.0,1,51.4,0.9239
3575.1,91.4,16.9,62.0,62.1,29.1,88.4,0.876,2.25,0.85,14.29,5,0,0,91.4,91.5,0,1364.7,0.0305
1076.2,0.0,2.3,36.9,33.5,38.7,84.3,0.821,0.37,2.34,14.01,0,0,0,0.0,0.0,0,848.6,0.054
1051.6,0.0,2.4,35.2,35.2,29.5,85.7,0.283,1.64,3.37,14.11,0,0,0,0.0,0.0,0,877.8,0.0327
2448.4,19.7,20.3,41.1,41.9,34.8,85.3,0.229,1.3,2.1,14.24,1,0,0,19.7,19.3,0,863.8,0.0747
3625.2,91.7,15.0,70.0,70.9,32.9,81.8,0.698,3.95,1.5,14.23,5,0,0,91.7,90.8,0,999.6,0.0602
2898.3,47.5,8.1,43.6,41.8,36.8,87.0,0.786,0.8,2.67,14.23,3,0,0,47.5,47.6,0,1183.6,0.0323
3557.4,75.4,22.4,62.3,61.4,31.2,86.6,0.803,2.31,1.76,14.34,4,0,0,75.4,75.5,0,1090.2,0.0792
1100.3,0.0,2.0,40.0,59.7,29.8,92.0,0.112,20.15,14.26,13.74,0,0,0,0.0,0.0,2,43.5,0.9003
2973.2,32.6,19.6,45.5,66.2,29.4,92.9,0.08,15.25,11.16,14.04,2,0,0,32.6,32.6,2,92.7,0.9166
2775.4,22.3,14.3,43.3,69.2,30.5,98.7,0.072,17.55,14.08,13.86,1,0,0,22.3,22.2,2,94.0,0.6881
3021.4,80.4,29.7,70.8,69.3,38.7,122.0,0.868,6.9,5.06,13.84,5,0,0,80.4,80.0,1,33.9,0.7732
1787.0,19.7,16.5,46.3,47.0,32.4,110.5,0.843,10.87,3.66,13.93,2,0,0,19.7,19.8,1,30.4,0.9534
2498.2,42.7,7.8,58.3,56.6,28.5,89.3,0.791,2.78,1.18,13.98,3,0,0,42.7,42.7,0,1029.2,0.0464
3038.2,63.1,32.3,62.4,62.4,39.2,119.5,0.774,7.88,2.01,13.58,4,0,0,63.1,64.1,1,26.1,0.8951
1679.3,25.3,15.2,40.8,44.3,33.0,90.6,0.249,5.35,0.96,13.87,3,0,0,25.3,25.8,0,1300.0,0.0523
1054.1,0.0,1.8,38.0,36.2,39.6,118.2,0.798,9.62,5.54,13.92,0,0,0,0.0,0.0,1,8.8,0.813
2390.5,40.5,21.7,55.5,91.1,31.2,98.3,0.198,24.29,13.25,13.79,3,0,0,40.5,40.5,2,33.8,0.9006
4873.6,59.2,60.5,87.0,86.4,32.1,93.0,0.766,0.85,2.51,14.13,2,0,0,59.2,59.3,0,714.4,0.0437
4638.9,76.6,43.5,80.7,82.7,29.9,91.8,0.263,1.73,1.12,14.07,3,0,0,76.6,76.3,0,1247.7,0.0301
3714.2,58.6,54.6,80.7,81.9,33.7,90.0,0.285,1.56,0.52,14.18,3,0,0,58.6,57.7,0,883.3,0.0548
1683.9,18.3,10.6,46.2,47.7,39.2,119.5,0.696,5.81,5.62,13.72,2,0,0,18.3,18.5,1,30.9,0.7253
1069.8,0.0,2.3,33.9,33.0,43.5,111.7,0.665,12.15,3.4,14.06,0,0,0,0.0,0.0,1,58.2,0.9394
3570.4,78.7,18.5,61.5,86.0,32.1,92.7,0.117,21.39,12.56,14.0,4,0,0,78.7,77.6,2,85.9,0.6692
3098.5,81.2,30.6,56.4,54.7,33.4,92.4,0.305,1.58,-0.31,14.25,5,0,0,81.2,81.7,0,1317.3,0.0585
971.3,0.0,2.0,36.4,58.5,31.7,95.2,0.103,16.94,14.66,13.76,0,0,1,0.0,0.0,2,23.7,0.6896
4253.5,69.5,85.0,77.3,78.7,37.1,88.7,0.32,2.71,1.98,14.2,3,0,0,69.5,69.3,0,839.0,0.0228
850.0,0.0,1.9,31.9,56.9,37.7,92.9,0.123,20.05,16.28,14.07,0,0,0,0.0,0.0,2,46.2,0.7324
2827.3,22.8,16.7,53.4,53.6,30.2,88.2,0.788,1.39,1.75,14.1,1,0,0,22.8,23.1,0,1042.2,0.0503
1021.2,0.0,2.3,35.1,35.0,30.8,83.6,0.267,4.63,3.48,14.12,0,0,0,0.0,0.0,0,1389.6,0.0408
4347.5,67.3,43.7,74.3,75.3,36.4,87.6,0.751,0.23,1.76,14.19,3,0,0,67.3,68.3,0,1299.0,0.0775
4148.9,83.8,67.4,85.9,83.9,45.2,119.4,0.812,9.59,5.5,13.92,4,0,0,83.8,85.0,1,39.9,0.9034
1616.2,19.9,18.8,44.5,44.4,31.0,89.3,0.377,2.13,2.45,9.91,2,0,0,19.9,20.1,3,15.4,0.849
1061.7,0.0,2.2,39.9,39.2,30.2,86.8,0.805,0.61,1.6,14.07,0,0,0,0.0,0.0,0,884.8,0.0422
1059.1,0.0,1.9,38.2,38.1,32.2,86.3,0.232,0.88,1.04,14.09,0,0,0,0.0,0.0,0,829.6,0.044
1978.5,22.9,16.1,52.8,50.8,32.8,86.3,0.377,3.39,-0.61,9.95,2,0,0,22.9,23.3,3,23.3,0.9335
2512.8,39.9,9.1,56.7,57.3,32.1,89.3,0.817,5.39,3.16,14.4,3,0,0,39.9,40.6,0,1117.3,0.0609
2893.5,74.8,25.0,62.8,62.5,44.7,121.8,0.805,8.51,4.07,13.84,5,0,0,74.8,75.7,1,58.6,0.9256
1043.2,0.0,2.2,33.8,32.3,34.2,80.6,0.318,0.51,1.68,14.09,0,0,0,0.0,0.0,0,1404.8,0.052
1072.3,0.0,2.3,32.1,31.9,28.8,83.2,0.811,3.27,1.58,14.07,0,0,0,0.0,0.0,0,1072.3,0.06
2639.4,47.0,13.0,55.4,74.4,33.9,93.5,0.165,19.87,10.71,13.89,3,0,0,47.0,46.8,2,39.7,0.8876
3384.1,90.2,23.9,51.6,51.5,34.3,107.5,0.654,8.34,4.15,13.58,5,0,0,90.2,89.8,1,61.0,0.8855
3758.6,102.9,29.2,62.5,61.8,27.7,91.0,0.286,1.74,2.06,14.27,5,0,0,102.9,103.9,0,1372.3,0.0549
2390.0,29.3,9.2,44.1,45.3,37.5,85.3,0.316,5.27,1.7,14.11,2,0,0,29.3,29.7,0,917.7,0.0457
3420.6,25.1,12.6,38.5,62.6,31.2,99.6,0.106,21.65,16.84,13.77,1,0,0,25.1,24.9,2,87.5,0.7697
1707.2,25.8,9.9,52.1,51.5,37.3,88.5,0.339,1.47,1.93,14.21,3,0,0,25.8,26.2,0,1249.5,0.0496
1103.4,0.0,2.1,32.8,63.1,40.8,86.7,0.158,19.55,14.92,13.97,0,0,0,0.0,0.0,2,113.7,0.806
1035.8,0.0,1.9,30.2,32.0,34.1,87.2,0.326,1.07,2.42,13.95,0,0,0,0.0,0.0,0,1497.5,0.0409
2369.4,28.1,17.2,46.2,49.1,33.0,88.5,0.234,1.08,0.58,14.02,2,0,0,28.1,28.6,0,756.4,0.05
2480.4,40.0,21.7,49.9,54.8,37.1,89.9,0.318,2.59,1.92,10.96,3,0,0,40.0,39.7,3,42.7,0.9021
3888.4,82.5,32.9,52.1,53.8,36.0,118.0,0.819,4.01,5.06,14.04,4,0,0,82.5,82.9,1,56.4,0.9149
3019.2,62.1,21.9,72.2,70.3,37.8,85.1,0.87,2.36,0.69,14.07,4,0,0,62.1,61.3,0,1370.6,0.0251
1052.3,0.0,2.2,38.8,38.2,45.6,117.6,0.873,7.35,5.66,13.98,0,0,0,0.0,0.0,1,45.9,0.9537
2860.8,22.6,21.5,51.6,53.5,26.5,89.9,0.78,1.04,1.42,14.06,1,0,0,22.6,22.5,0,1391.4,0.0793
3418.3,91.4,25.5,62.6,64.8,29.7,85.8,0.333,0.55,0.13,14.2,5,0,0,91.4,91.3,0,1278.1,0.0198
3147.0,83.6,33.8,59.5,60.2,32.3,81.7,0.427,4.95,2.93,10.48,5,0,0,83.6,82.9,3,35.7,0.8665
3585.3,94.5,18.1,60.3,87.9,32.1,94.6,0.062,18.96,13.12,13.85,5,0,0,94.5,94.9,2,63.7,0.8228
3428.0,71.1,30.1,62.8,65.3,42.2,123.1,0.737,4.16,2.88,13.74,4,0,0,71.1,71.8,1,55.6,0.7957
1058.6,0.0,2.0,33.0,36.8,32.7,86.4,0.727,2.96,0.57,14.16,0,0,0,0.0,0.0,0,1324.7,0.0325
3748.3,81.7,19.4,62.3,61.7,34.8,82.3,0.7,0.93,2.82,14.03,4,0,0,81.7,83.1,0,1015.1,0.0657
1126.0,0.0,2.4,33.6,33.3,29.2,86.4,0.815,2.08,1.77,14.01,0,0,0,0.0,0.0,0,1024.4,0.0439
4745.5,54.3,73.0,80.2,80.3,35.6,89.3,0.774,2.31,0.91,14.0,2,0,0,54.3,55.1,0,855.9,0.0437
2089.4,21.6,7.5,49.0,80.9,31.1,90.9,0.184,20.77,12.96,13.71,2,0,0,21.6,21.4,2,51.6,0.7902
1092.0,0.0,2.1,31.6,33.2,33.0,81.3,0.768,2.71,1.02,14.24,0,0,1,0.0,0.0,0,1152.0,0.0297
5086.4,61.2,44.1,80.6,98.0,26.3,91.0,0.102,13.91,14.81,13.94,2,0,0,61.2,60.8,2,33.7,0.7504
3617.2,39.3,59.5,94.4,90.7,27.8,84.9,0.695,4.25,1.9,14.06,2,0,0,39.3,39.8,0,897.1,0.0287
1938.5,13.1,13.7,55.6,53.9,28.0,84.3,0.261,2.14,2.07,14.15,1,0,0,13.1,13.2,0,1446.0,0.0186
3011.1,49.5,13.5,50.7,51.3,36.7,91.6,0.272,2.45,1.0,14.36,3,0,0,49.5,49.7,0,724.4,0.0689
1024.4,0.0,2.3,32.0,31.4,29.7,84.9,0.723,4.18,1.41,14.03,0,0,0,0.0,0.0,0,1088.4,0.0582
3728.4,98.6,19.1,69.8,69.2,31.0,80.9,0.866,3.56,1.85,14.11,5,0,0,98.6,96.7,0,1125.2,0.0406
2063.7,35.2,17.8,49.6,52.3,35.8,87.1,0.293,-0.49,1.06,10.84,3,0,0,35.2,35.2,3,10.5,0.9116
3798.5,49.5,80.2,76.2,76.6,36.4,87.4,0.259,4.56,1.85,14.29,2,0,0,49.5,49.2,0,900.7,0.0572
3652.7,96.0,31.1,60.3,60.1,36.2,84.1,0.616,2.08,2.3,11.14,5,0,0,96.0,97.7,3,38.8,0.8453
3476.9,91.4,14.6,67.2,67.3,31.6,87.8,0.736,-0.42,0.59,14.06,5,0,0,91.4,91.0,0,894.0,0.0685
2317.7,39.9,10.5,34.6,37.2,34.2,84.7,0.242,3.09,0.54,10.42,3,0,0,39.9,40.3,3,10.8,0.9121
2235.0,38.4,10.1,42.5,44.3,27.8,84.4,0.852,2.32,2.93,14.22,3,0,0,38.4,38.1,0,1127.2,0.0189
2431.1,38.6,14.3,53.0,53.0,35.3,85.8,0.462,-3.38,0.02,10.81,3,0,0,38.6,39.4,3,31.1,0.9856
2233.2,37.8,15.2,46.2,43.9,36.4,75.5,0.753,3.73,1.55,14.13,3,0,0,37.8,38.0,0,1124.0,0.0719
1467.7,18.7,7.2,51.0,49.7,42.1,116.6,0.722,4.66,4.4,13.5,2,0,0,18.7,19.0,1,31.2,0.9262
3644.6,99.0,31.3,59.8,61.2,35.0,86.8,0.411,0.69,0.41,11.13,5,0,0,99.0,99.4,3,5.1,0.9558
4804.7,58.2,71.1,90.7,90.0,37.3,84.2,0.324,3.57,1.92,13.86,2,0,0,58.2,57.1,0,944.4,0.0432
2739.4,19.2,19.6,48.2,47.8,36.0,88.4,0.856,0.47,1.02,14.14,1,0,0,19.2,19.3,0,929.8,0.0265
2171.2,37.8,21.2,46.0,50.2,35.3,86.5,0.229,1.64,1.13,14.34,3,0,0,37.8,38.0,0,1378.6,0.0724
1068.5,0.0,1.8,32.1,34.7,28.7,87.5,0.422,-0.97,3.63,10.8,0,0,0,0.0,0.0,3,21.8,0.9898
2892.7,37.3,17.0,46.7,46.8,36.1,83.3,0.336,1.21,1.17,14.4,2,0,0,37.3,37.0,0,850.2,0.0422
2891.4,25.4,12.4,51.7,49.1,38.0,91.7,0.869,2.48,1.86,14.28,1,0,0,25.4,25.6,0,746.0,0.0475
4533.3,54.1,54.7,75.4,73.1,31.3,91.0,0.809,2.81,1.81,14.14,2,0,0,54.1,55.0,0,912.1,0.0505
1029.7,0.0,2.4,31.1,31.5,33.8,80.2,0.333,2.45,0.99,14.09,0,0,0,0.0,0.0,0,898.7,0.0487
2487.9,23.4,6.1,43.9,74.9,39.0,94.2,0.184,22.42,13.94,13.83,1,0,0,23.4,23.8,2,29.1,0.7085
1790.8,20.3,19.8,54.4,56.1,37.5,90.7,0.329,1.52,2.62,14.02,2,0,0,20.3,20.2,0,1136.9,0.0226
2459.3,30.6,15.4,51.0,47.4,40.8,118.5,0.679,2.93,5.53,13.82,2,0,0,30.6,30.5,1,10.5,0.7308
3217.1,68.0,25.6,54.5,55.7,36.2,86.0,0.552,0.87,1.21,10.89,4,0,0,68.0,69.3,3,23.5,0.8251
3352.6,90.1,18.5,58.4,60.4,31.7,86.7,0.82,2.31,0.92,14.16,5,0,0,90.1,88.5,0,910.2,0.0259
1057.8,0.0,2.4,34.2,34.9,42.0,110.3,0.654,6.72,4.3,13.51,0,0,0,0.0,0.0,1,74.7,0.8781
1076.9,0.0,2.2,35.9,33.2,37.0,83.2,0.229,2.88,2.08,14.05,0,0,1,0.0,0.0,0,995.4,0.0787
4496.0,74.1,83.4,84.9,85.7,37.9,120.5,0.718,8.84,5.13,13.67,3,0,0,74.1,74.3,1,42.5,0.9237
1067.4,0.0,2.3,27.0,29.6,29.4,89.5,0.311,2.93,2.78,14.03,0,0,0,0.0,0.0,0,992.1,0.0598
1051.6,0.0,2.4,33.3,33.3,48.8,117.4,0.753,8.49,3.8,14.13,0,0,1,0.0,0.0,1,25.8,0.9028
2807.1,33.0,10.0,60.0,59.2,34.9,88.1,0.847,0.29,-0.42,14.08,2,0,0,33.0,32.6,0,867.9,0.0622
2760.6,32.6,9.4,49.9,46.6,31.0,81.9,0.792,0.29,-0.21,14.17,2,0,0,32.6,32.1,0,1174.4,0.0308
1626.6,18.7,18.2,45.8,43.2,33.4,86.9,0.716,3.79,0.86,14.08,2,0,0,18.7,18.6,0,934.2,0.0655
2699.2,32.9,8.8,55.4,54.8,36.9,88.5,0.874,4.57,2.46,14.26,2,0,0,32.9,32.9,0,831.0,0.0783
2183.3,18.0,9.0,46.0,47.6,40.6,117.2,0.761,5.73,3.75,14.09,1,0,0,18.0,17.7,1,68.6,0.8496
5039.5,81.8,67.2,87.6,86.1,32.8,89.7,0.215,3.37,2.28,13.96,3,0,0,81.8,80.8,0,1331.0,0.0273
4849.3,106.5,74.2,81.4,78.9,45.6,119.0,0.703,8.5,5.16,13.71,4,0,0,106.5,106.9,1,34.8,0.7472
3395.3,90.8,21.6,57.2,55.2,34.9,88.0,0.718,0.87,2.25,14.14,5,0,0,90.8,91.7,0,771.2,0.0292
2694.6,44.4,14.8,47.1,46.4,36.9,120.9,0.819,3.89,6.69,14.06,3,0,0,44.4,43.6,1,22.1,0.924
3494.9,92.4,24.1,65.0,63.6,36.5,89.7,0.829,1.75,0.99,14.19,5,0,0,92.4,93.3,0,942.2,0.0775
3247.3,85.9,24.1,63.1,62.3,35.7,91.0,0.79,2.28,1.78,13.97,5,0,0,85.9,86.6,0,1254.9,0.0116
2313.0,36.7,15.0,41.9,43.9,34.5,86.1,0.32,3.77,2.33,14.06,3,0,0,36.7,36.7,0,711.6,0.02
4831.2,57.4,58.8,86.7,88.0,42.3,117.0,0.881,5.18,4.98,13.73,2,0,0,57.4,58.1,1,33.8,0.7777
3117.3,82.2,21.0,63.7,61.3,38.4,91.5,0.319,2.7,1.01,14.03,5,0,0,82.2,82.7,0,1472.4,0.0479
2609.6,20.6,15.7,57.1,76.5,30.8,94.6,0.093,26.28,16.83,14.08,1,0,0,20.6,20.8,2,116.9,0.6645
1193.5,0.0,2.0,31.5,48.2,31.4,91.1,0.19,18.92,8.75,14.27,0,0,0,0.0,0.0,2,63.4,0.8643
2460.2,28.0,13.1,61.1,61.9,29.4,90.2,0.826,3.78,0.53,14.12,2,0,0,28.0,28.5,0,1421.8,0.0255
4668.6,77.2,67.7,84.6,83.4,44.6,109.3,0.756,11.56,5.69,13.65,3,0,0,77.2,76.8,1,20.9,0.7919
2750.7,44.8,7.4,42.8,44.5,30.2,84.2,0.224,1.68,2.3,14.23,3,0,0,44.8,44.8,0,1192.6,0.0498
3869.3,103.4,16.1,60.4,59.3,35.2,84.1,0.348,1.08,0.47,14.1,5,0,0,103.4,105.1,0,1075.7,0.0773
2600.2,18.8,15.7,53.8,52.4,50.7,123.2,0.742,9.41,2.59,13.72,1,0,0,18.8,18.9,1,74.7,0.8809
1944.8,24.0,16.8,43.2,42.2,38.3,118.4,0.795,8.73,3.46,13.85,2,0,0,24.0,24.3,1,18.9,0.8073
3130.2,65.4,14.1,57.8,61.0,37.1,114.7,0.692,7.85,3.86,13.93,4,0,0,65.4,65.2,1,53.1,0.8283
3170.0,86.4,26.7,64.1,64.9,28.7,88.0,0.317,3.22,0.83,14.26,5,0,0,86.4,86.4,0,1113.2,0.0684
1042.0,0.0,2.4,32.0,34.0,32.5,82.4,0.861,6.24,0.79,14.02,0,0,0,0.0,0.0,0,1033.1,0.0248
1047.7,0.0,1.8,33.8,32.5,38.1,86.9,0.325,2.1,1.17,14.04,0,0,0,0.0,0.0,0,1045.6,0.0112
2513.1,44.6,6.7,48.7,46.8,43.3,115.3,0.776,5.03,3.79,13.76,3,0,0,44.6,44.2,1,58.8,0.9388
1043.7,0.0,2.0,41.0,35.5,35.9,85.5,0.86,-0.02,0.27,14.03,0,0,0,0.0,0.0,0,788.2,0.0673
2061.6,15.7,8.9,46.8,48.2,46.7,122.7,0.72,8.22,3.15,13.6,1,0,0,15.7,15.9,1,12.4,0.8587
3374.6,86.8,30.0,59.5,61.6,36.1,87.9,0.297,3.64,1.84,14.19,5,0,0,86.8,87.8,0,1185.9,0.0453
2350.5,30.8,12.1,49.2,45.2,29.8,79.9,0.317,3.24,1.53,14.06,2,0,0,30.8,31.1,0,855.0,0.0753
2536.3,42.9,11.8,47.2,44.2,36.5,82.8,0.302,0.4,1.68,14.31,3,0,0,42.9,43.2,0,1424.9,0.02
1888.2,15.5,8.7,41.7,40.5,38.0,87.5,0.313,4.5,0.94,14.17,1,0,0,15.5,15.2,0,1361.5,0.0579
1099.8,0.0,1.9,32.7,33.8,32.9,83.2,0.293,2.84,2.83,13.92,0,0,1,0.0,0.0,0,954.0,0.0661
2498.9,60.6,14.6,65.2,90.9,32.3,100.9,0.182,24.41,13.28,13.55,4,0,0,60.6,60.5,2,111.2,0.7504
850.0,0.0,2.3,36.2,59.7,36.1,92.7,0.134,16.95,14.28,14.44,0,0,0,0.0,0.0,2,58.5,0.676
2535.8,18.9,20.4,43.1,45.8,32.8,82.2,0.323,5.52,0.8,14.13,1,0,0,18.9,19.2,0,1352.3,0.0484
1902.1,14.3,14.3,48.9,48.4,37.4,92.7,0.778,0.84,2.52,14.43,1,0,0,14.3,14.2,0,1258.9,0.042
2540.3,18.9,8.1,39.6,44.8,29.5,85.7,0.326,1.84,0.98,14.14,1,0,0,18.9,18.5,0,1442.7,0.0149
4092.0,90.9,15.5,60.1,76.7,28.3,96.5,0.105,17.7,19.21,13.79,4,0,0,90.9,92.3,2,23.5,0.9124
1036.5,0.0,2.1,38.7,38.7,36.9,90.3,0.277,1.92,1.77,14.03,0,0,0,0.0,0.0,0,845.3,0.0789
3816.0,60.2,57.1,73.6,74.4,28.6,89.9,0.438,2.14,2.0,11.09,3,0,0,60.2,60.6,3,31.1,0.9669
2221.1,25.8,15.7,44.3,41.8,37.0,87.0,0.794,3.25,1.27,14.25,2,0,0,25.8,25.7,0,1152.0,0.0473
1078.8,0.0,2.0,33.2,32.7,35.0,83.7,0.333,2.17,0.73,14.0,0,0,0,0.0,0.0,0,1071.8,0.0772
1048.1,0.0,2.3,31.6,32.8,37.8,84.8,0.201,1.39,1.44,11.18,0,0,0,0.0,0.0,3,43.1,0.8068
3966.3,104.0,27.0,71.8,72.4,27.0,91.9,0.683,1.15,1.4,14.15,5,0,0,104.0,102.2,0,748.3,0.0625
2736.2,22.6,9.2,59.9,56.9,34.7,82.2,0.194,-1.54,2.09,14.36,1,0,0,22.6,22.5,0,1142.9,0.0221
1028.3,0.0,1.9,31.7,33.6,37.0,88.0,0.768,2.24,2.05,14.01,0,0,0,0.0,0.0,0,1478.3,0.0274
1017.0,0.0,1.9,39.4,36.1,36.4,85.8,0.243,1.6,3.63,14.04,0,0,0,0.0,0.0,0,1380.2,0.0793
1591.7,28.2,10.7,52.3,52.6,37.2,89.4,0.692,2.7,1.64,14.14,3,0,0,28.2,28.0,0,794.6,0.0417
4371.7,53.5,41.3,75.8,77.5,43.9,114.6,0.897,11.28,3.94,14.03,2,0,0,53.5,53.0,1,10.1,0.762
2807.1,21.5,17.0,45.0,43.1,46.4,116.4,0.848,5.7,5.24,13.93,1,0,0,21.5,21.6,1,60.1,0.8952
3288.7,70.2,19.7,59.6,60.2,36.4,83.6,0.806,2.11,0.99,14.11,4,0,0,70.2,71.4,0,762.4,0.0794
2838.9,76.4,27.7,60.3,61.1,31.1,87.4,0.22,-0.42,1.49,10.41,5,0,0,76.4,75.6,3,41.5,0.8661
4847.7,60.8,71.4,84.0,84.1,30.5,91.3,0.291,0.41,-0.08,14.37,2,0,0,60.8,61.2,0,1015.3,0.0376
5031.8,56.7,46.1,79.6,80.9,26.9,100.0,0.764,3.96,0.81,14.15,2,0,0,56.7,57.4,0,1188.4,0.029
999.6,0.0,1.9,27.5,30.1,35.1,87.6,0.705,2.4,2.35,14.0,0,0,0,0.0,0.0,0,1257.7,0.0427
2277.3,28.2,8.4,50.6,54.1,31.6,88.8,0.347,1.08,0.55,14.1,2,0,0,28.2,28.0,0,880.1,0.0695
2773.0,71.0,32.5,67.5,66.8,35.9,85.6,0.205,1.47,0.87,14.19,5,0,0,71.0,70.0,0,1380.7,0.059
1057.9,0.0,2.2,35.1,36.0,29.6,91.4,0.634,2.29,-0.1,9.61,0,0,0,0.0,0.0,3,4.6,0.9885
1827.5,16.9,11.7,42.3,44.6,37.1,92.9,0.336,3.04,1.61,14.27,1,0,0,16.9,16.7,0,789.2,0.0116
1108.0,0.0,2.1,30.6,33.2,36.3,86.8,0.264,2.56,2.19,14.13,0,0,0,0.0,0.0,0,1116.3,0.042
2560.7,30.5,8.8,53.7,51.2,38.5,87.8,0.752,2.33,2.11,14.03,2,0,0,30.5,30.2,0,999.9,0.0796
1038.1,0.0,2.1,33.0,34.7,48.2,118.3,0.869,5.31,5.15,13.58,0,0,0,0.0,0.0,1,17.6,0.9594
1375.9,28.6,18.7,36.8,65.8,26.3,93.6,0.097,15.48,12.72,13.83,3,0,0,28.6,28.7,2,71.3,0.7313
3872.3,100.4,29.7,60.8,60.9,28.8,84.2,0.77,2.71,0.4,14.25,5,0,0,100.4,100.9,0,1210.2,0.0384
2818.5,33.9,7.4,51.0,53.7,30.7,89.1,0.799,0.65,2.4,14.01,2,0,0,33.9,34.4,0,1340.3,0.0274
2358.8,38.5,18.1,52.4,51.1,31.7,87.9,0.805,3.76,2.68,14.09,3,0,0,38.5,38.2,0,779.7,0.0242
1054.9,0.0,2.2,34.3,31.0,33.3,87.9,0.264,2.66,0.24,14.0,0,0,0,0.0,0.0,0,761.9,0.0188
2514.6,28.1,17.2,43.4,48.4,36.7,80.9,0.871,1.12,0.09,14.23,2,0,0,28.1,27.8,0,710.7,0.0698
3020.1,25.2,14.2,53.2,56.2,38.2,88.1,0.246,0.7,1.46,14.2,1,0,0,25.2,25.5,0,1188.4,0.0657
3750.2,98.1,28.5,65.1,64.1,28.0,91.7,0.346,3.56,0.13,14.32,5,0,0,98.1,99.2,0,1177.0,0.0592
3001.9,81.4,20.0,64.1,65.0,38.4,87.2,0.802,4.12,0.84,14.12,5,0,0,81.4,82.3,0,961.2,0.0621
2345.2,16.3,15.4,46.6,43.8,32.1,95.1,0.244,-0.24,2.15,14.25,1,0,0,16.3,16.1,0,1453.4,0.04
2323.6,28.0,8.9,50.4,51.5,32.6,87.4,0.679,3.21,-0.63,10.69,2,0,0,28.0,27.9,3,36.1,0.8388
2965.4,33.4,16.1,43.1,42.8,38.0,91.9,0.21,-0.63,1.09,10.66,2,0,0,33.4,34.1,3,8.4,0.8483
1049.7,0.0,1.8,33.8,36.6,27.4,80.9,0.248,2.23,1.82,13.96,0,0,1,0.0,0.0,0,1271.3,0.0602
2775.4,22.3,15.1,41.8,41.1,36.8,83.7,0.291,2.58,1.39,13.86,1,0,0,22.3,21.9,0,1011.2,0.0153
1109.9,0.0,2.0,32.2,32.6,38.3,86.9,0.725,1.53,2.33,14.01,0,0,0,0.0,0.0,0,1005.0,0.0244
3842.0,50.0,69.5,83.2,84.7,36.6,92.0,0.256,0.92,1.57,14.16,2,0,0,50.0,49.1,0,1068.2,0.0149
2457.8,29.7,11.4,46.9,46.5,37.5,110.8,0.702,8.47,5.9,13.84,2,0,0,29.7,29.9,1,64.0,0.9122
2687.1,56.9,24.1,58.8,57.5,34.5,87.6,0.873,1.36,1.83,14.2,4,0,0,56.9,56.8,0,710.0,0.027
1017.3,0.0,2.2,39.0,69.3,29.5,94.2,0.19,17.8,13.74,13.92,0,0,0,0.0,0.0,2,23.4,0.7016
2197.2,25.1,12.0,54.2,51.9,31.2,89.6,0.397,-0.58,2.23,10.78,2,0,0,25.1,25.1,3,14.3,0.8101
4435.2,114.5,25.7,54.6,55.0,29.1,86.4,0.82,1.7,-0.4,14.13,5,0,0,114.5,116.3,0,1059.6,0.0262
1040.1,0.0,2.0,30.5,29.2,30.8,86.7,0.292,3.98,1.68,13.94,0,0,0,0.0,0.0,0,1283.5,0.0178
2962.2,50.0,15.2,35.2,37.5,28.8,88.6,0.714,1.88,2.51,14.2,3,0,0,50.0,50.0,0,1463.6,0.038
2811.1,31.5,9.6,47.3,49.6,26.8,92.2,0.245,1.69,1.72,14.31,2,0,0,31.5,30.9,0,1184.6,0.0323
3822.6,61.6,60.2,77.4,75.2,30.0,86.7,0.259,0.92,1.19,14.18,3,0,0,61.6,62.1,0,1107.5,0.0471
1065.9,0.0,2.1,33.1,32.4,30.5,91.6,0.275,-0.49,1.26,14.16,0,0,0,0.0,0.0,0,1372.6,0.0614
1076.7,0.0,2.1,32.7,59.1,35.1,95.0,0.194,19.11,12.93,14.11,0,0,1,0.0,0.0,2,94.8,0.7978
2652.6,32.4,21.7,51.1,49.5,35.1,95.6,0.209,2.09,0.85,14.14,2,0,0,32.4,32.9,0,938.7,0.0525
3875.6,101.6,32.7,63.4,64.5,34.8,91.9,0.276,2.44,0.23,14.31,5,0,0,101.6,102.1,0,1384.9,0.0621
2266.2,35.0,10.8,42.8,42.6,44.6,113.9,0.727,10.03,4.16,13.88,3,0,0,35.0,35.6,1,34.9,0.9386
